# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP2_int/dT2 (e^2)    dP2_int/dT2 (e^3)    
1.031713E-02        -1.226424E-24        2.115795E-33        
1.030787E-02        -1.173422E-24        1.982944E-33        
1.029861E-02        -1.122665E-24        1.858323E-33        
1.028935E-02        -1.074061E-24        1.741430E-33        
1.028011E-02        -1.027520E-24        1.631791E-33        
1.027088E-02        -9.829564E-25        1.528963E-33        
1.026165E-02        -9.402878E-25        1.432528E-33        
1.025243E-02        -8.994352E-25        1.342095E-33        
1.024322E-02        -8.603230E-25        1.257295E-33        
1.023402E-02        -8.228785E-25        1.177782E-33        
1.022483E-02        -7.870321E-25        1.103231E-33        
1.021564E-02        -7.527169E-25        1.033336E-33        
1.020646E-02        -7.198688E-25        9.678110E-34        
1.019730E-02        -6.884264E-25        9.063859E-34        
1.018814E-02        -6.583308E-25        8.488079E-34        
1.017898E-02        -6.295254E-25        7.948392E-34        
1.016984E-02        -6.019560E-25        7.442568E-34        
1.016070E-02        -5.755707E-25        6.968509E-34        
1.015158E-02        -5.503196E-25        6.524249E-34        
1.014246E-02        -5.261550E-25        6.107940E-34        
1.013335E-02        -5.030310E-25        5.717846E-34        
1.012424E-02        -4.809037E-25        5.352340E-34        
1.011515E-02        -4.597311E-25        5.009892E-34        
1.010606E-02        -4.394727E-25        4.689067E-34        
1.009698E-02        -4.200899E-25        4.388520E-34        
1.008791E-02        -4.015456E-25        4.106984E-34        
1.007885E-02        -3.838042E-25        3.843274E-34        
1.006980E-02        -3.668317E-25        3.596276E-34        
1.006075E-02        -3.505954E-25        3.364945E-34        
1.005171E-02        -3.350641E-25        3.148301E-34        
1.004268E-02        -3.202076E-25        2.945424E-34        
1.003366E-02        -3.059973E-25        2.755451E-34        
1.002465E-02        -2.924057E-25        2.577572E-34        
1.001564E-02        -2.794062E-25        2.411027E-34        
1.000665E-02        -2.669737E-25        2.255104E-34        
9.997657E-03        -2.550839E-25        2.109134E-34        
9.988676E-03        -2.437136E-25        1.972490E-34        
9.979703E-03        -2.328405E-25        1.844585E-34        
9.970738E-03        -2.224433E-25        1.724867E-34        
9.961781E-03        -2.125017E-25        1.612819E-34        
9.952833E-03        -2.029959E-25        1.507956E-34        
9.943892E-03        -1.939073E-25        1.409824E-34        
9.934959E-03        -1.852180E-25        1.317995E-34        
9.926034E-03        -1.769107E-25        1.232071E-34        
9.917118E-03        -1.689690E-25        1.151677E-34        
9.908209E-03        -1.613771E-25        1.076462E-34        
9.899308E-03        -1.541199E-25        1.006096E-34        
9.890415E-03        -1.471830E-25        9.402710E-35        
9.881531E-03        -1.405524E-25        8.786977E-35        
9.872654E-03        -1.342149E-25        8.211052E-35        
9.863785E-03        -1.281579E-25        7.672393E-35        
9.854924E-03        -1.223691E-25        7.168622E-35        
9.846072E-03        -1.168368E-25        6.697509E-35        
9.837227E-03        -1.115501E-25        6.256963E-35        
9.828390E-03        -1.064980E-25        5.845028E-35        
9.819561E-03        -1.016706E-25        5.459869E-35        
9.810740E-03        -9.705784E-26        5.099770E-35        
9.801927E-03        -9.265051E-26        4.763120E-35        
9.793121E-03        -8.843958E-26        4.448412E-35        
9.784324E-03        -8.441650E-26        4.154236E-35        
9.775535E-03        -8.057302E-26        3.879268E-35        
9.766753E-03        -7.690130E-26        3.622271E-35        
9.757979E-03        -7.339381E-26        3.382086E-35        
9.749214E-03        -7.004334E-26        3.157627E-35        
9.740456E-03        -6.684299E-26        2.947877E-35        
9.731706E-03        -6.378617E-26        2.751886E-35        
9.722964E-03        -6.086657E-26        2.568762E-35        
9.714229E-03        -5.807814E-26        2.397671E-35        
9.705503E-03        -5.541511E-26        2.237833E-35        
9.696784E-03        -5.287193E-26        2.088518E-35        
9.688074E-03        -5.044333E-26        1.949041E-35        
9.679371E-03        -4.812424E-26        1.818763E-35        
9.670675E-03        -4.590981E-26        1.697084E-35        
9.661988E-03        -4.379541E-26        1.583444E-35        
9.653309E-03        -4.177662E-26        1.477320E-35        
9.644637E-03        -3.984917E-26        1.378219E-35        
9.635973E-03        -3.800904E-26        1.285684E-35        
9.627317E-03        -3.625232E-26        1.199285E-35        
9.618668E-03        -3.457532E-26        1.118621E-35        
9.610028E-03        -3.297448E-26        1.043314E-35        
9.601395E-03        -3.144641E-26        9.730148E-36        
9.592770E-03        -2.998787E-26        9.073939E-36        
9.584153E-03        -2.859575E-26        8.461439E-36        
9.575543E-03        -2.726708E-26        7.889775E-36        
9.566941E-03        -2.599903E-26        7.356257E-36        
9.558347E-03        -2.478888E-26        6.858374E-36        
9.549761E-03        -2.363405E-26        6.393774E-36        
9.541182E-03        -2.253203E-26        5.960261E-36        
9.532611E-03        -2.148048E-26        5.555781E-36        
9.524048E-03        -2.047712E-26        5.178414E-36        
9.515492E-03        -1.951978E-26        4.826366E-36        
9.506944E-03        -1.860639E-26        4.497959E-36        
9.498404E-03        -1.773497E-26        4.191625E-36        
9.489871E-03        -1.690363E-26        3.905900E-36        
9.481346E-03        -1.611057E-26        3.639414E-36        
9.472829E-03        -1.535404E-26        3.390889E-36        
9.464320E-03        -1.463240E-26        3.159128E-36        
9.455818E-03        -1.394407E-26        2.943016E-36        
9.447323E-03        -1.328755E-26        2.741508E-36        
9.438837E-03        -1.266138E-26        2.553630E-36        
9.430358E-03        -1.206419E-26        2.378472E-36        
9.421886E-03        -1.149467E-26        2.215182E-36        
9.413422E-03        -1.095155E-26        2.062968E-36        
9.404966E-03        -1.043364E-26        1.921087E-36        
9.396517E-03        -9.939792E-27        1.788846E-36        
9.388076E-03        -9.468899E-27        1.665598E-36        
9.379643E-03        -9.019918E-27        1.550740E-36        
9.371217E-03        -8.591849E-27        1.443707E-36        
9.362799E-03        -8.183736E-27        1.343973E-36        
9.354388E-03        -7.794665E-27        1.251046E-36        
9.345985E-03        -7.423765E-27        1.164467E-36        
9.337589E-03        -7.070201E-27        1.083808E-36        
9.329201E-03        -6.733179E-27        1.008669E-36        
9.320820E-03        -6.411939E-27        9.386779E-37        
9.312447E-03        -6.105756E-27        8.734850E-37        
9.304082E-03        -5.813936E-27        8.127659E-37        
9.295724E-03        -5.535818E-27        7.562173E-37        
9.287373E-03        -5.270771E-27        7.035563E-37        
9.279030E-03        -5.018192E-27        6.545189E-37        
9.270695E-03        -4.777503E-27        6.088588E-37        
9.262367E-03        -4.548157E-27        5.663462E-37        
9.254046E-03        -4.329629E-27        5.267668E-37        
9.245733E-03        -4.121416E-27        4.899206E-37        
9.237428E-03        -3.923042E-27        4.556213E-37        
9.229130E-03        -3.734049E-27        4.236949E-37        
9.220839E-03        -3.554003E-27        3.939793E-37        
9.212556E-03        -3.382486E-27        3.663232E-37        
9.204280E-03        -3.219103E-27        3.405855E-37        
9.196011E-03        -3.063475E-27        3.166350E-37        
9.187751E-03        -2.915240E-27        2.943488E-37        
9.179497E-03        -2.774053E-27        2.736128E-37        
9.171251E-03        -2.639586E-27        2.543205E-37        
9.163012E-03        -2.511524E-27        2.363725E-37        
9.154781E-03        -2.389567E-27        2.196764E-37        
9.146557E-03        -2.273431E-27        2.041457E-37        
9.138341E-03        -2.162841E-27        1.897003E-37        
9.130132E-03        -2.057538E-27        1.762650E-37        
9.121930E-03        -1.957273E-27        1.637702E-37        
9.113735E-03        -1.861811E-27        1.521508E-37        
9.105548E-03        -1.770924E-27        1.413462E-37        
9.097369E-03        -1.684398E-27        1.312999E-37        
9.089196E-03        -1.602027E-27        1.219594E-37        
9.081031E-03        -1.523615E-27        1.132756E-37        
9.072874E-03        -1.448975E-27        1.052030E-37        
9.064724E-03        -1.377929E-27        9.769903E-38        
9.056581E-03        -1.310307E-27        9.072410E-38        
9.048445E-03        -1.245947E-27        8.424137E-38        
9.040316E-03        -1.184694E-27        7.821652E-38        
9.032195E-03        -1.126401E-27        7.261760E-38        
9.024082E-03        -1.070928E-27        6.741484E-38        
9.015975E-03        -1.018140E-27        6.258054E-38        
9.007876E-03        -9.679096E-28        5.808893E-38        
8.999784E-03        -9.201155E-28        5.391599E-38        
8.991699E-03        -8.746413E-28        5.003939E-38        
8.983622E-03        -8.313764E-28        4.643832E-38        
8.975552E-03        -7.902155E-28        4.309343E-38        
8.967489E-03        -7.510579E-28        3.998672E-38        
8.959433E-03        -7.138079E-28        3.710141E-38        
8.951385E-03        -6.783741E-28        3.442193E-38        
8.943344E-03        -6.446697E-28        3.193375E-38        
8.935310E-03        -6.126116E-28        2.962337E-38        
8.927283E-03        -5.821208E-28        2.747825E-38        
8.919264E-03        -5.531220E-28        2.548670E-38        
8.911251E-03        -5.255436E-28        2.363785E-38        
8.903246E-03        -4.993172E-28        2.192160E-38        
8.895248E-03        -4.743775E-28        2.032855E-38        
8.887257E-03        -4.506627E-28        1.884995E-38        
8.879274E-03        -4.281135E-28        1.747768E-38        
8.871298E-03        -4.066738E-28        1.620418E-38        
8.863328E-03        -3.862898E-28        1.502243E-38        
8.855366E-03        -3.669104E-28        1.392589E-38        
8.847411E-03        -3.484871E-28        1.290849E-38        
8.839464E-03        -3.309734E-28        1.196458E-38        
8.831523E-03        -3.143252E-28        1.108892E-38        
8.823589E-03        -2.985005E-28        1.027662E-38        
8.815663E-03        -2.834593E-28        9.523165E-39        
8.807744E-03        -2.691634E-28        8.824328E-39        
8.799832E-03        -2.555766E-28        8.176200E-39        
8.791927E-03        -2.426642E-28        7.575142E-39        
8.784029E-03        -2.303933E-28        7.017777E-39        
8.776138E-03        -2.187328E-28        6.500963E-39        
8.768254E-03        -2.076526E-28        6.021785E-39        
8.760377E-03        -1.971244E-28        5.577533E-39        
8.752508E-03        -1.871213E-28        5.165691E-39        
8.744645E-03        -1.776173E-28        4.783920E-39        
8.736790E-03        -1.685882E-28        4.430051E-39        
8.728942E-03        -1.600105E-28        4.102068E-39        
8.721100E-03        -1.518620E-28        3.798098E-39        
8.713266E-03        -1.441217E-28        3.516403E-39        
8.705439E-03        -1.367695E-28        3.255369E-39        
8.697618E-03        -1.297861E-28        3.013499E-39        
