# Source: NUDEC_BSM repo, https://doi.org/10.1088/1475-7516/2020/05/048
# T (MeV)           dP_int/dT (e^2)      dP_int/dT (e^3)      
4.353455E-02        -6.899577E-11        1.103277E-12        
4.349544E-02        -6.816338E-11        1.085870E-12        
4.345637E-02        -6.734040E-11        1.068722E-12        
4.341733E-02        -6.652674E-11        1.051831E-12        
4.337833E-02        -6.572230E-11        1.035192E-12        
4.333936E-02        -6.492698E-11        1.018803E-12        
4.330043E-02        -6.414068E-11        1.002658E-12        
4.326153E-02        -6.336331E-11        9.867558E-13        
4.322267E-02        -6.259478E-11        9.710919E-13        
4.318384E-02        -6.183498E-11        9.556633E-13        
4.314505E-02        -6.108384E-11        9.404665E-13        
4.310629E-02        -6.034125E-11        9.254983E-13        
4.306757E-02        -5.960714E-11        9.107556E-13        
4.302888E-02        -5.888139E-11        8.962350E-13        
4.299023E-02        -5.816394E-11        8.819335E-13        
4.295161E-02        -5.745469E-11        8.678478E-13        
4.291302E-02        -5.675355E-11        8.539751E-13        
4.287448E-02        -5.606043E-11        8.403122E-13        
4.283596E-02        -5.537526E-11        8.268562E-13        
4.279748E-02        -5.469794E-11        8.136041E-13        
4.275903E-02        -5.402840E-11        8.005530E-13        
4.272062E-02        -5.336654E-11        7.877001E-13        
4.268225E-02        -5.271230E-11        7.750425E-13        
4.264390E-02        -5.206558E-11        7.625774E-13        
4.260560E-02        -5.142630E-11        7.503021E-13        
4.256732E-02        -5.079439E-11        7.382138E-13        
4.252909E-02        -5.016977E-11        7.263099E-13        
4.249088E-02        -4.955235E-11        7.145878E-13        
4.245271E-02        -4.894207E-11        7.030447E-13        
4.241457E-02        -4.833884E-11        6.916783E-13        
4.237647E-02        -4.774259E-11        6.804858E-13        
4.233841E-02        -4.715324E-11        6.694648E-13        
4.230037E-02        -4.657072E-11        6.586128E-13        
4.226237E-02        -4.599496E-11        6.479275E-13        
4.222441E-02        -4.542588E-11        6.374063E-13        
4.218648E-02        -4.486341E-11        6.270469E-13        
4.214858E-02        -4.430747E-11        6.168470E-13        
4.211072E-02        -4.375801E-11        6.068043E-13        
4.207289E-02        -4.321494E-11        5.969164E-13        
4.203509E-02        -4.267820E-11        5.871811E-13        
4.199733E-02        -4.214772E-11        5.775963E-13        
4.195961E-02        -4.162343E-11        5.681597E-13        
4.192191E-02        -4.110527E-11        5.588692E-13        
4.188425E-02        -4.059316E-11        5.497225E-13        
4.184663E-02        -4.008705E-11        5.407178E-13        
4.180904E-02        -3.958686E-11        5.318528E-13        
4.177148E-02        -3.909253E-11        5.231255E-13        
4.173396E-02        -3.860401E-11        5.145339E-13        
4.169647E-02        -3.812121E-11        5.060761E-13        
4.165901E-02        -3.764409E-11        4.977500E-13        
4.162159E-02        -3.717258E-11        4.895537E-13        
4.158420E-02        -3.670661E-11        4.814854E-13        
4.154684E-02        -3.624613E-11        4.735431E-13        
4.150952E-02        -3.579108E-11        4.657250E-13        
4.147223E-02        -3.534140E-11        4.580292E-13        
4.143497E-02        -3.489702E-11        4.504540E-13        
4.139775E-02        -3.445790E-11        4.429976E-13        
4.136056E-02        -3.402396E-11        4.356582E-13        
4.132341E-02        -3.359516E-11        4.284341E-13        
4.128629E-02        -3.317144E-11        4.213235E-13        
4.124920E-02        -3.275275E-11        4.143249E-13        
4.121215E-02        -3.233901E-11        4.074365E-13        
4.117512E-02        -3.193019E-11        4.006567E-13        
4.113814E-02        -3.152623E-11        3.939839E-13        
4.110118E-02        -3.112707E-11        3.874165E-13        
4.106426E-02        -3.073266E-11        3.809529E-13        
4.102737E-02        -3.034295E-11        3.745916E-13        
4.099051E-02        -2.995789E-11        3.683311E-13        
4.095369E-02        -2.957742E-11        3.621698E-13        
4.091690E-02        -2.920149E-11        3.561062E-13        
4.088015E-02        -2.883005E-11        3.501390E-13        
4.084342E-02        -2.846305E-11        3.442667E-13        
4.080673E-02        -2.810045E-11        3.384877E-13        
4.077008E-02        -2.774219E-11        3.328009E-13        
4.073345E-02        -2.738822E-11        3.272046E-13        
4.069686E-02        -2.703850E-11        3.216977E-13        
4.066030E-02        -2.669299E-11        3.162787E-13        
4.062378E-02        -2.635162E-11        3.109463E-13        
4.058728E-02        -2.601436E-11        3.056993E-13        
4.055082E-02        -2.568115E-11        3.005363E-13        
4.051439E-02        -2.535197E-11        2.954560E-13        
4.047800E-02        -2.502675E-11        2.904573E-13        
4.044164E-02        -2.470545E-11        2.855388E-13        
4.040531E-02        -2.438803E-11        2.806994E-13        
4.036901E-02        -2.407445E-11        2.759378E-13        
4.033275E-02        -2.376467E-11        2.712529E-13        
4.029652E-02        -2.345863E-11        2.666436E-13        
4.026032E-02        -2.315630E-11        2.621086E-13        
4.022415E-02        -2.285764E-11        2.576468E-13        
4.018802E-02        -2.256260E-11        2.532571E-13        
4.015192E-02        -2.227114E-11        2.489385E-13        
4.011585E-02        -2.198323E-11        2.446897E-13        
4.007981E-02        -2.169882E-11        2.405099E-13        
4.004380E-02        -2.141787E-11        2.363978E-13        
4.000783E-02        -2.114034E-11        2.323525E-13        
3.997189E-02        -2.086620E-11        2.283730E-13        
3.993599E-02        -2.059541E-11        2.244582E-13        
3.990011E-02        -2.032792E-11        2.206071E-13        
3.986427E-02        -2.006370E-11        2.168188E-13        
3.982846E-02        -1.980271E-11        2.130923E-13        
3.979268E-02        -1.954492E-11        2.094266E-13        
3.975693E-02        -1.929029E-11        2.058209E-13        
3.972122E-02        -1.903878E-11        2.022741E-13        
3.968554E-02        -1.879036E-11        1.987854E-13        
3.964989E-02        -1.854499E-11        1.953538E-13        
3.961427E-02        -1.830264E-11        1.919785E-13        
3.957868E-02        -1.806327E-11        1.886587E-13        
3.954313E-02        -1.782684E-11        1.853934E-13        
3.950760E-02        -1.759333E-11        1.821818E-13        
3.947211E-02        -1.736270E-11        1.790231E-13        
3.943666E-02        -1.713492E-11        1.759164E-13        
3.940123E-02        -1.690995E-11        1.728610E-13        
3.936583E-02        -1.668776E-11        1.698560E-13        
3.933047E-02        -1.646832E-11        1.669007E-13        
3.929514E-02        -1.625160E-11        1.639942E-13        
3.925984E-02        -1.603756E-11        1.611359E-13        
3.922457E-02        -1.582618E-11        1.583249E-13        
3.918934E-02        -1.561743E-11        1.555605E-13        
3.915413E-02        -1.541127E-11        1.528420E-13        
3.911896E-02        -1.520767E-11        1.501687E-13        
3.908382E-02        -1.500660E-11        1.475399E-13        
3.904871E-02        -1.480804E-11        1.449548E-13        
3.901363E-02        -1.461196E-11        1.424127E-13        
3.897858E-02        -1.441832E-11        1.399131E-13        
3.894357E-02        -1.422710E-11        1.374552E-13        
3.890859E-02        -1.403826E-11        1.350383E-13        
3.887363E-02        -1.385179E-11        1.326619E-13        
3.883871E-02        -1.366766E-11        1.303252E-13        
3.880382E-02        -1.348583E-11        1.280277E-13        
3.876897E-02        -1.330628E-11        1.257687E-13        
3.873414E-02        -1.312898E-11        1.235476E-13        
3.869934E-02        -1.295391E-11        1.213639E-13        
3.866458E-02        -1.278104E-11        1.192168E-13        
3.862985E-02        -1.261034E-11        1.171059E-13        
3.859514E-02        -1.244180E-11        1.150306E-13        
3.856047E-02        -1.227537E-11        1.129902E-13        
3.852583E-02        -1.211105E-11        1.109843E-13        
3.849123E-02        -1.194879E-11        1.090123E-13        
3.845665E-02        -1.178859E-11        1.070736E-13        
3.842210E-02        -1.163041E-11        1.051677E-13        
3.838759E-02        -1.147424E-11        1.032941E-13        
3.835310E-02        -1.132004E-11        1.014523E-13        
3.831865E-02        -1.116779E-11        9.964169E-14        
3.828423E-02        -1.101747E-11        9.786187E-14        
3.824984E-02        -1.086907E-11        9.611230E-14        
3.821548E-02        -1.072254E-11        9.439251E-14        
3.818115E-02        -1.057788E-11        9.270201E-14        
3.814685E-02        -1.043506E-11        9.104033E-14        
3.811258E-02        -1.029406E-11        8.940700E-14        
3.807834E-02        -1.015486E-11        8.780158E-14        
3.804414E-02        -1.001743E-11        8.622359E-14        
3.800996E-02        -9.881756E-12        8.467261E-14        
3.797582E-02        -9.747815E-12        8.314820E-14        
3.794170E-02        -9.615586E-12        8.164991E-14        
3.790762E-02        -9.485049E-12        8.017733E-14        
3.787356E-02        -9.356184E-12        7.873005E-14        
3.783954E-02        -9.228971E-12        7.730764E-14        
3.780555E-02        -9.103389E-12        7.590970E-14        
3.777159E-02        -8.979420E-12        7.453585E-14        
3.773766E-02        -8.857043E-12        7.318567E-14        
3.770376E-02        -8.736240E-12        7.185879E-14        
3.766989E-02        -8.616991E-12        7.055482E-14        
3.763605E-02        -8.499279E-12        6.927339E-14        
3.760224E-02        -8.383084E-12        6.801413E-14        
3.756846E-02        -8.268388E-12        6.677668E-14        
3.753471E-02        -8.155173E-12        6.556067E-14        
3.750099E-02        -8.043421E-12        6.436577E-14        
3.746731E-02        -7.933114E-12        6.319161E-14        
3.743365E-02        -7.824235E-12        6.203786E-14        
3.740002E-02        -7.716766E-12        6.090418E-14        
3.736642E-02        -7.610690E-12        5.979024E-14        
3.733286E-02        -7.505991E-12        5.869572E-14        
3.729932E-02        -7.402652E-12        5.762029E-14        
3.726581E-02        -7.300656E-12        5.656364E-14        
3.723234E-02        -7.199986E-12        5.552545E-14        
3.719889E-02        -7.100627E-12        5.450543E-14        
3.716548E-02        -7.002563E-12        5.350326E-14        
3.713209E-02        -6.905777E-12        5.251866E-14        
3.709873E-02        -6.810254E-12        5.155133E-14        
3.706541E-02        -6.715979E-12        5.060099E-14        
3.703211E-02        -6.622936E-12        4.966734E-14        
3.699884E-02        -6.531110E-12        4.875012E-14        
3.696561E-02        -6.440487E-12        4.784905E-14        
3.693240E-02        -6.351051E-12        4.696385E-14        
3.689922E-02        -6.262788E-12        4.609427E-14        
3.686608E-02        -6.175684E-12        4.524004E-14        
3.683296E-02        -6.089724E-12        4.440091E-14        
3.679987E-02        -6.004894E-12        4.357661E-14        
3.676681E-02        -5.921180E-12        4.276691E-14        
3.673378E-02        -5.838568E-12        4.197156E-14        
3.670079E-02        -5.757045E-12        4.119032E-14        
